playerId,playerName,team,friday_airOuts,friday_atBats,friday_baseOnBalls,friday_catchersInterference,friday_caughtStealing,friday_doubles,friday_flyOuts,friday_gamesPlayed,friday_groundIntoDoublePlay,friday_groundIntoTriplePlay,friday_groundOuts,friday_hitByPitch,friday_hits,friday_homeRuns,friday_intentionalWalks,friday_leftOnBase,friday_lineOuts,friday_pickoffs,friday_plateAppearances,friday_popOuts,friday_rbi,friday_runs,friday_sacBunts,friday_sacFlies,friday_stolenBases,friday_strikeOuts,friday_totalBases,friday_triples,sunday_airOuts,sunday_atBats,sunday_baseOnBalls,sunday_catchersInterference,sunday_caughtStealing,sunday_doubles,sunday_flyOuts,sunday_gamesPlayed,sunday_groundIntoDoublePlay,sunday_groundIntoTriplePlay,sunday_groundOuts,sunday_hitByPitch,sunday_hits,sunday_homeRuns,sunday_intentionalWalks,sunday_leftOnBase,sunday_lineOuts,sunday_pickoffs,sunday_plateAppearances,sunday_popOuts,sunday_rbi,sunday_runs,sunday_sacBunts,sunday_sacFlies,sunday_stolenBases,sunday_strikeOuts,sunday_totalBases,sunday_triples
ID690924,Braxton Fulford,Colorado Rockies,0,6,0,0,0,2,0,3,0,0,1,1,3,0,0,0,0,0,7,0,3,0,0,0,0,2,5,0,12,40,2,0,0,3,7,13,1,0,7,1,14,1,0,16,2,0,44,3,10,9,0,1,1,8,24,2
ID680911,Owen Miller,Colorado Rockies,1,3,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
ID676701,Alan Trejo,Colorado Rockies,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,5,10,0,0,0,0,5,3,0,0,1,0,3,0,0,3,0,0,10,0,0,1,0,0,0,1,3,0
ID675848,Juan Mejia,Colorado Rockies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID642731,Thairo Estrada,Colorado Rockies,7,31,0,0,1,2,3,7,2,0,10,1,9,1,0,15,2,0,32,2,5,3,0,0,0,5,14,0,5,25,2,0,0,1,4,6,0,0,7,0,6,0,0,10,1,0,27,0,1,2,0,0,1,7,7,0
ID656541,Sam Hilliard,Colorado Rockies,0,3,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,3,0,1,2,0,0,0,0,7,1,1,9,2,0,0,1,1,3,0,0,3,0,3,0,0,3,0,0,11,0,0,2,0,0,0,2,4,0
ID669374,Keston Hiura,Colorado Rockies,0,4,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,6,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0
ID606115,Orlando Arcia,Colorado Rockies,7,24,0,0,1,3,6,9,1,0,5,0,7,0,0,8,0,0,24,1,1,0,0,0,0,5,10,0,11,35,0,0,0,1,7,11,2,0,5,0,10,2,0,21,3,0,35,1,4,5,0,0,0,9,17,0
ID690022,Ryan Ritter,Colorado Rockies,9,36,0,0,0,3,4,10,1,0,9,0,8,0,0,19,3,0,37,2,2,5,0,1,1,11,13,1,3,27,3,0,1,1,3,9,0,0,5,2,11,0,0,10,0,0,34,0,3,6,2,0,0,10,12,0
ID692585,Yanquiel Fernández,Colorado Rockies,6,23,2,0,0,1,4,9,1,0,6,0,5,2,0,9,1,0,25,1,5,4,0,0,0,6,12,0,6,25,4,0,0,0,5,8,0,0,5,0,7,0,0,11,0,0,29,1,1,2,0,0,0,7,7,0
ID543592,Austin Nola,Colorado Rockies,0,4,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,6,15,1,0,0,0,1,5,1,0,5,0,2,0,0,4,5,0,16,0,0,1,0,0,0,2,2,0
ID682653,Warming Bernabel,Colorado Rockies,6,22,2,0,0,1,3,6,2,0,5,0,6,1,0,15,3,0,24,0,4,3,0,0,1,5,12,1,5,22,2,0,0,1,2,6,0,0,7,0,6,1,0,7,1,0,24,2,1,3,0,0,0,4,10,0
ID691720,Kyle Karros,Colorado Rockies,8,23,4,0,0,0,6,7,1,0,5,0,7,0,0,8,2,0,28,0,2,2,0,1,0,4,7,0,6,15,0,0,0,1,4,5,0,0,1,0,3,0,0,8,1,1,16,1,3,2,0,1,0,6,4,0
ID691011,Drew Romo,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ID688760,Blaine Crim,Colorado Rockies,3,6,0,0,0,0,2,2,0,0,2,0,2,1,0,1,1,0,8,0,5,1,0,2,0,1,5,0,0,7,1,0,0,0,0,2,0,0,1,0,1,1,0,4,0,0,8,0,2,2,0,0,0,5,4,0
ID656716,Zach McKinstry,Detroit Tigers,10,75,8,0,1,5,8,23,2,0,28,1,19,3,1,36,0,0,84,2,9,11,0,0,6,18,35,1,25,75,8,0,0,2,11,24,0,0,17,2,16,1,0,28,7,0,87,7,9,9,0,2,4,19,23,1
ID700242,Trey Sweeney,Detroit Tigers,10,43,3,0,0,1,7,18,0,0,11,0,9,1,0,19,2,0,46,1,4,5,0,0,1,13,15,1,12,41,5,0,0,0,7,18,0,0,5,0,10,2,0,16,1,0,46,4,9,7,0,0,0,14,16,0
ID595879,Javier Báez,Detroit Tigers,21,72,1,0,0,4,13,23,1,0,19,0,18,3,0,27,7,0,75,1,11,9,0,2,1,16,31,0,15,72,3,0,0,7,10,21,3,0,16,2,18,0,0,35,3,0,77,2,4,13,0,0,3,23,27,1
ID682985,Riley Greene,Detroit Tigers,23,100,9,0,0,6,10,26,1,0,20,0,30,11,0,33,10,0,109,3,28,20,0,0,1,27,71,1,21,94,8,0,0,6,14,25,6,0,20,1,24,5,1,58,4,0,104,3,13,14,0,1,0,30,45,0
ID681481,Kerry Carpenter,Detroit Tigers,25,73,2,0,0,1,16,22,0,0,14,1,16,2,0,29,4,0,76,5,5,9,0,0,0,18,23,0,22,71,1,1,0,6,17,20,0,0,11,2,22,3,0,25,2,0,76,3,13,7,0,1,0,17,39,1
ID679529,Spencer Torkelson,Detroit Tigers,25,88,15,0,0,4,14,26,4,0,15,5,21,6,1,34,5,0,109,6,14,14,0,1,1,28,43,0,34,91,12,0,0,5,22,25,3,0,14,2,18,2,0,47,2,0,106,10,12,11,0,1,0,26,29,0
ID622534,Manuel Margot,Detroit Tigers,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,1,0
ID650402,Gleyber Torres,Detroit Tigers,28,87,15,0,0,1,18,24,1,0,23,0,23,4,0,24,7,0,103,3,10,14,0,1,0,14,36,0,21,74,17,0,1,4,13,22,0,0,15,3,24,1,0,20,4,0,95,4,13,16,0,1,0,15,31,0
ID668952,Ryan Kreidler,Detroit Tigers,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,3,0,0,2,5,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0
ID628451,Andy Ibáñez,Detroit Tigers,6,19,2,0,0,1,5,10,1,0,7,0,3,1,0,9,0,0,21,1,2,2,0,0,0,3,7,0,8,24,2,0,0,0,3,12,2,0,8,0,4,0,0,20,4,0,26,1,2,1,0,0,0,4,4,0
ID693307,Dillon Dingler,Detroit Tigers,22,71,4,0,0,3,13,21,1,0,13,3,21,3,0,29,5,0,78,4,14,7,0,0,0,15,35,1,20,80,1,0,0,5,12,21,0,0,20,0,24,0,0,31,5,0,81,3,8,4,0,0,0,16,29,0
ID690993,Colt Keith,Detroit Tigers,26,87,5,0,0,2,18,25,2,0,18,0,19,2,0,38,6,0,92,2,5,11,0,0,0,24,29,1,13,52,9,0,0,2,9,19,0,0,12,1,9,1,0,15,3,0,62,1,3,9,0,0,0,18,14,0
ID669234,Justyn-Henry Malloy,Detroit Tigers,6,12,6,0,0,0,3,8,0,0,0,0,0,0,0,4,1,0,18,2,0,1,0,0,0,6,0,0,4,10,4,0,0,0,2,8,0,0,2,0,1,0,0,7,2,0,14,0,0,2,0,0,0,3,1,0
ID621512,Tomás Nido,Detroit Tigers,0,8,0,0,0,0,0,2,0,0,2,0,3,0,0,3,0,0,8,0,1,0,0,0,0,3,3,0,2,5,0,0,0,0,2,1,0,0,0,0,2,0,0,4,0,0,5,0,0,1,0,0,0,1,2,0
ID690291,Jace Jung,Detroit Tigers,1,7,2,0,0,0,0,3,0,0,2,0,1,0,0,3,1,0,9,0,0,2,0,0,0,3,1,0,5,9,0,0,0,0,1,4,0,0,2,0,1,0,0,4,2,0,9,2,1,1,0,0,0,1,1,0
ID668731,Akil Baddoo,Detroit Tigers,1,3,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,4,0,0,0,0,0,1,0,1,0
ID668670,Jake Rogers,Detroit Tigers,4,10,1,0,0,1,1,5,0,0,3,1,2,0,0,3,1,0,12,2,2,1,0,0,0,1,3,0,1,14,0,0,0,2,1,4,0,0,5,0,3,0,0,4,0,0,14,0,2,1,0,0,0,5,7,1
ID663837,Matt Vierling,Detroit Tigers,2,10,1,0,0,0,2,5,0,0,2,0,3,1,0,1,0,0,11,0,3,1,0,0,1,3,6,0,9,20,1,0,0,1,7,6,0,0,2,0,3,0,0,3,0,0,21,2,2,2,0,0,0,6,4,0
ID672761,Wenceel Pérez,Detroit Tigers,12,48,5,0,1,1,11,15,2,0,11,0,13,2,0,26,1,2,53,0,3,9,0,0,2,12,20,0,18,46,3,0,0,3,13,15,1,0,11,0,12,3,0,21,1,0,50,4,6,6,0,1,1,6,24,0
ID663330,Jahmai Jones,Detroit Tigers,5,19,1,0,0,1,2,12,0,0,2,0,4,1,0,5,2,0,20,1,1,5,0,0,0,8,8,0,8,20,2,0,0,1,3,10,0,0,3,0,5,1,0,9,1,0,22,4,4,2,0,0,0,4,9,0
ID678009,Parker Meadows,Detroit Tigers,7,31,2,0,0,1,3,9,0,0,5,0,7,1,0,13,1,0,33,3,3,1,0,0,0,12,13,1,6,34,4,0,0,2,3,10,0,0,14,0,6,1,0,9,2,0,38,1,3,5,0,0,0,8,11,0
ID670623,Isaac Paredes,Houston Astros,26,64,10,0,0,3,10,16,0,0,5,0,21,4,0,24,10,0,74,6,9,12,0,0,0,12,36,0,16,55,4,0,0,5,8,14,0,0,9,0,16,3,0,22,3,0,59,5,9,7,0,0,0,14,30,0
ID701358,Cam Smith,Houston Astros,14,68,14,0,0,3,4,22,4,0,19,0,18,4,0,35,7,0,82,3,14,11,0,0,2,17,33,0,14,71,5,0,0,4,8,20,0,0,18,1,13,1,0,33,3,0,77,3,9,8,0,0,1,26,20,0
ID663898,Brendan Rodgers,Houston Astros,3,22,1,0,0,1,2,6,1,0,6,0,5,1,0,15,1,0,23,0,1,3,0,0,0,8,9,0,3,18,0,0,0,0,3,6,0,0,4,0,4,0,0,12,0,0,18,0,0,2,0,0,0,7,4,0
ID676694,Jake Meyers,Houston Astros,12,54,6,0,2,4,7,16,0,0,12,0,25,0,0,21,2,0,63,3,5,11,2,1,3,8,29,0,10,50,9,0,0,2,6,16,2,0,17,0,17,0,0,17,4,1,60,0,1,10,0,1,9,7,19,0
ID514888,Jose Altuve,Houston Astros,31,99,10,0,3,6,17,25,5,0,24,0,30,5,1,43,6,3,109,8,12,17,0,0,1,14,51,0,23,80,7,0,2,2,10,21,2,0,22,2,20,3,1,42,4,0,91,9,9,11,0,2,2,17,31,0
ID665161,Jeremy Peña,Houston Astros,21,78,4,0,1,3,16,19,0,0,24,3,23,2,0,22,2,1,86,3,8,10,0,1,2,11,32,0,19,75,5,0,0,3,7,19,0,0,19,1,15,1,0,24,5,0,81,7,8,5,0,0,3,22,21,0
ID572233,Christian Walker,Houston Astros,26,98,5,0,0,3,14,25,0,0,17,1,24,4,0,40,7,0,105,5,18,15,0,1,0,32,39,0,25,88,6,0,0,5,14,23,0,0,17,2,22,3,0,34,7,0,97,4,12,10,0,1,0,25,36,0
ID673237,Yainer Diaz,Houston Astros,25,86,4,0,0,6,16,22,1,0,22,1,24,4,1,43,5,0,92,4,14,9,0,1,1,16,42,0,24,74,2,0,0,1,13,21,1,0,24,1,15,4,0,29,9,0,78,2,9,6,0,1,0,12,28,0
ID670541,Yordan Alvarez,Houston Astros,13,29,3,0,0,0,11,8,1,0,10,0,2,0,1,9,0,0,34,2,3,3,0,2,0,6,2,0,12,24,4,0,0,2,7,7,0,0,4,0,8,2,0,4,4,0,30,1,7,3,0,2,0,2,16,0
ID605170,Victor Caratini,Houston Astros,19,44,1,0,0,3,13,15,0,0,10,2,13,2,0,16,5,0,48,1,10,4,0,1,0,3,22,0,18,49,4,0,0,1,9,17,4,0,15,3,9,0,0,32,7,0,59,2,6,3,0,3,0,10,10,0
ID643289,Mauricio Dubón,Houston Astros,26,65,2,0,0,0,13,20,1,0,25,1,10,0,0,45,6,0,70,7,3,5,1,1,0,6,10,0,23,71,3,0,0,3,15,22,4,0,23,0,19,2,0,38,3,0,74,5,10,5,0,0,2,6,28,0
ID701305,Zach Dezenzo,Houston Astros,5,15,1,0,0,0,4,5,0,0,1,0,2,0,0,6,1,0,16,0,1,0,0,0,0,7,2,0,4,14,3,0,0,0,2,6,1,0,1,0,3,1,0,8,2,0,17,0,2,4,0,0,0,6,6,0
ID676801,Chas McCormick,Houston Astros,1,6,2,0,0,0,1,8,0,0,3,0,2,0,0,0,0,0,9,0,0,2,1,0,0,1,2,0,4,17,1,0,0,3,0,10,0,0,5,0,6,0,0,8,2,0,19,2,0,5,1,0,1,3,9,0
ID689200,Jacob Melton,Houston Astros,0,6,0,0,1,0,0,4,1,0,4,0,2,0,0,2,0,0,6,0,3,2,0,0,0,0,4,1,0,13,0,0,0,0,0,5,0,0,5,0,1,0,0,9,0,0,13,0,0,0,0,0,1,7,1,0
ID694376,Shay Whitcomb,Houston Astros,1,5,0,0,0,0,1,4,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,7,1,0,2,0,0,0,3,1,0
ID663967,César Salazar,Houston Astros,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID669450,Cooper Hummel,Houston Astros,3,10,2,0,0,0,2,4,0,0,3,0,2,0,0,2,1,0,12,0,1,1,0,0,0,2,2,0,5,21,3,0,0,0,2,8,1,0,8,1,1,0,0,11,1,0,26,2,0,2,1,0,0,8,1,0
ID641645,Luis Guillorme,Houston Astros,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,3,0,0,4,0,2,0,0,4,0,0,10,1,0,2,0,0,0,3,2,0
ID623352,Josh Hader,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID666211,Taylor Trammell,Houston Astros,7,28,2,0,0,2,3,10,0,0,8,0,4,1,0,12,2,0,30,2,2,2,0,0,0,9,9,0,4,18,2,0,0,2,2,7,0,0,4,0,4,1,0,2,1,0,20,1,3,2,0,0,0,6,9,0
ID670097,Zack Short,Houston Astros,0,3,1,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,4,0,2,1,0,0,0,2,4,0,1,9,1,0,0,1,1,4,0,0,3,0,4,1,0,0,0,0,10,0,2,2,0,0,0,1,8,0
ID650556,Bryan Abreu,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID694728,Brice Matthews,Houston Astros,2,8,1,0,0,0,2,3,0,0,0,0,1,0,0,2,0,0,9,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID572138,Jon Singleton,Houston Astros,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0
ID602104,Ramón Urías,Houston Astros,3,10,0,0,0,1,2,5,0,0,1,0,3,0,0,3,1,0,10,0,0,1,0,0,0,3,4,0,4,10,1,0,0,1,2,5,0,0,2,0,3,0,0,2,0,0,11,2,1,0,0,0,0,1,4,0
ID621043,Carlos Correa,Houston Astros,6,31,4,0,0,1,3,8,0,0,9,0,9,1,0,10,2,0,35,1,4,3,0,0,0,7,13,0,5,30,2,0,0,0,2,8,2,0,12,0,6,2,0,15,2,0,32,1,2,4,0,0,0,7,12,0
ID660821,Jesús Sánchez,Houston Astros,7,24,6,0,0,1,6,8,1,0,7,0,4,0,0,12,0,0,30,1,0,4,0,0,0,6,5,0,6,18,0,0,0,1,4,6,0,0,3,1,1,0,0,13,1,0,19,1,0,0,0,0,0,8,2,0
ID805904,Zach Cole,Houston Astros,1,8,0,0,0,0,1,2,0,0,1,0,3,1,0,4,0,0,8,0,4,2,0,0,0,3,6,0,1,7,1,0,0,0,1,2,0,0,1,0,3,1,0,1,0,0,8,0,1,2,0,0,0,2,6,0
ID666023,Freddy Fermin,Kansas City Royals,8,29,1,0,1,1,3,11,0,0,7,0,9,0,0,10,3,0,31,2,1,2,1,0,0,6,10,0,10,42,2,0,0,2,3,13,1,0,14,0,8,0,1,12,4,0,44,3,2,2,0,0,0,10,10,0
ID663697,Jonathan India,Kansas City Royals,28,87,6,0,0,4,17,23,1,0,20,3,16,2,0,29,2,0,97,9,6,10,1,0,0,24,26,0,29,75,10,0,2,3,13,21,2,0,20,3,15,2,0,34,7,0,89,9,8,11,0,1,0,12,24,0
ID592669,Hunter Renfroe,Kansas City Royals,5,9,1,0,0,0,2,4,0,0,1,0,2,0,0,3,0,0,11,3,1,0,0,1,0,2,2,0,8,25,1,0,0,3,5,7,1,0,7,0,6,0,0,9,0,0,26,3,1,3,0,0,0,4,9,0
ID521692,Salvador Perez,Kansas City Royals,29,85,7,2,0,8,19,22,3,0,21,0,23,3,2,52,6,0,94,4,13,9,0,0,0,12,40,0,34,103,3,0,0,4,17,26,4,0,26,6,24,6,0,48,7,0,112,10,16,12,0,0,0,19,46,0
ID669004,MJ Melendez,Kansas City Royals,5,6,0,0,0,0,4,2,0,0,1,1,0,0,0,3,1,0,7,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,0,0
ID624415,Cavan Biggio,Kansas City Royals,2,12,1,0,0,2,1,5,0,0,4,0,3,0,0,10,1,0,14,0,1,1,1,0,0,4,5,0,2,6,0,0,0,0,1,6,0,0,1,0,1,0,0,3,1,0,6,0,0,2,0,0,1,2,1,0
ID686681,Michael Massey,Kansas City Royals,15,49,5,0,0,2,9,14,0,0,10,0,14,1,0,24,2,0,55,4,4,3,1,0,0,11,19,0,18,43,2,0,0,1,9,12,1,0,11,0,6,1,0,17,3,0,45,6,4,2,0,0,0,8,10,0
ID680118,Dairon Blanco,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,4,0,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,1,1,2,0
ID686469,Vinnie Pasquantino,Kansas City Royals,24,97,10,0,0,7,17,25,2,0,28,2,30,5,0,40,3,0,109,4,19,10,0,0,0,15,52,0,28,100,9,0,0,5,15,26,3,0,27,1,28,3,1,54,7,0,112,6,13,13,0,2,0,19,44,1
ID664728,Kyle Isbel,Kansas City Royals,24,71,2,0,1,3,10,23,2,0,21,0,19,0,0,30,8,0,77,6,4,7,3,1,0,11,26,2,11,46,3,0,0,4,2,21,1,0,15,1,16,0,0,19,2,1,53,7,4,6,3,0,0,7,20,0
ID672580,Maikel Garcia,Kansas City Royals,20,93,11,0,1,6,6,24,0,0,23,1,35,4,0,40,7,2,105,7,13,14,0,0,7,15,57,2,23,91,11,0,2,9,13,25,3,0,24,0,33,4,0,37,7,3,105,3,14,14,1,2,2,14,54,0
ID677951,Bobby Witt Jr.,Kansas City Royals,34,104,8,0,1,3,16,25,2,0,26,1,32,6,2,35,12,0,113,6,14,20,0,0,7,12,55,1,30,99,6,0,2,10,16,24,2,0,15,0,27,4,1,37,6,1,106,8,12,14,0,1,1,28,51,1
ID686475,Tyler Tolbert,Kansas City Royals,0,5,0,0,1,0,0,10,0,0,2,1,2,0,0,4,0,2,6,0,0,2,0,0,4,1,2,0,3,7,0,0,0,0,2,10,0,0,1,0,2,0,0,5,1,0,8,0,3,2,0,1,5,2,2,0
ID592192,Mark Canha,Kansas City Royals,7,17,0,0,0,1,4,7,1,0,5,0,2,1,0,13,2,0,18,1,2,2,0,1,0,4,6,0,11,23,0,0,0,0,5,9,0,0,5,1,6,0,0,7,3,0,24,3,1,1,0,0,0,1,6,0
ID671221,Drew Waters,Kansas City Royals,12,36,0,0,2,3,7,12,0,0,8,0,9,0,0,21,3,0,36,2,4,2,0,0,0,7,12,0,4,31,3,0,0,1,3,11,1,0,5,0,12,0,0,5,1,1,34,0,4,6,0,0,1,10,17,2
ID571912,Luke Maile,Kansas City Royals,0,2,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,6,22,4,0,0,1,5,8,1,0,5,0,5,1,0,12,1,0,27,0,2,2,1,0,0,7,9,0
ID679845,Nick Loftin,Kansas City Royals,9,21,2,0,0,1,6,10,1,0,7,0,3,0,0,7,2,0,23,1,4,3,0,0,0,2,6,1,11,29,2,0,0,2,4,10,3,0,9,0,4,0,0,12,4,0,32,3,1,2,1,0,0,6,6,0
ID670231,John Rave,Kansas City Royals,10,36,5,0,0,2,7,13,0,0,6,0,9,2,0,15,1,0,42,2,6,7,0,1,2,12,17,0,3,24,4,0,2,1,2,12,1,0,8,0,6,0,0,14,1,0,28,0,3,1,0,0,3,7,7,0
ID695506,Jac Caglianone,Kansas City Royals,11,40,5,0,0,2,6,11,2,0,11,0,8,1,0,29,4,0,45,1,4,5,0,0,0,10,13,0,8,31,4,0,0,2,3,10,0,0,9,1,8,1,0,8,2,0,36,3,4,3,0,0,1,6,15,1
ID670950,Trevor Richards,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID608032,Carlos Estévez,Kansas City Royals,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID670167,John Schreiber,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID668674,Lucas Erceg,Kansas City Royals,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID624428,Adam Frazier,Kansas City Royals,12,34,2,0,0,3,6,10,0,0,6,0,9,1,0,14,4,0,36,2,6,3,0,0,0,7,15,0,7,27,0,0,0,3,2,8,0,0,7,0,10,1,0,11,5,0,27,0,4,3,0,0,0,3,16,0
ID674444,Steven Cruz,Kansas City Royals,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID545341,Randal Grichuk,Kansas City Royals,1,8,1,0,0,0,1,4,0,0,3,0,4,0,0,2,0,0,9,0,0,3,0,0,0,0,4,0,5,18,0,0,0,0,1,7,0,0,7,0,2,0,0,4,0,0,18,4,1,1,0,0,0,4,2,0
ID573262,Mike Yastrzemski,Kansas City Royals,12,26,1,0,0,1,9,7,1,0,3,0,7,3,0,6,2,0,27,1,4,3,0,0,0,4,17,0,13,25,3,0,0,5,6,8,0,0,5,0,7,0,0,8,4,0,29,3,2,3,0,1,0,1,12,0
ID664199,Taylor Clarke,Kansas City Royals,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID663738,Daniel Lynch IV,Kansas City Royals,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID695600,Carter Jensen,Kansas City Royals,3,8,0,0,0,3,3,2,0,0,1,0,3,0,0,5,0,0,8,0,2,2,0,0,0,1,6,0,3,8,1,0,0,0,1,3,0,0,2,0,2,0,0,1,1,0,9,1,2,1,0,0,0,1,2,0
ID650859,Luis Rengifo,Los Angeles Angels,14,75,4,0,0,5,4,23,3,0,30,2,19,0,0,38,8,0,82,2,4,6,0,1,3,13,24,0,19,79,4,0,1,2,9,24,1,0,25,0,20,1,0,30,8,0,84,2,6,6,0,1,1,16,29,2
ID624585,Jorge Soler,Los Angeles Angels,7,44,3,1,0,1,4,13,1,0,13,1,10,3,0,20,2,0,49,1,6,7,0,0,0,14,20,0,11,39,6,0,0,1,4,13,0,0,9,0,9,2,0,13,3,0,47,4,4,4,0,2,0,12,16,0
ID660162,Yoán Moncada,Los Angeles Angels,12,46,6,0,0,3,9,14,1,0,11,0,12,4,0,13,1,0,53,2,7,9,0,1,0,12,29,1,6,25,7,0,0,1,1,12,1,0,5,2,6,0,0,10,5,0,34,0,1,3,0,0,0,8,7,0
ID518595,Travis d'Arnaud,Los Angeles Angels,3,29,1,0,0,1,3,11,1,0,5,1,6,1,0,12,0,0,31,0,5,1,0,0,0,15,10,0,10,38,4,0,0,3,6,12,3,0,13,2,5,1,0,21,1,0,44,3,3,2,0,0,0,10,11,0
ID621493,Taylor Ward,Los Angeles Angels,25,86,14,0,0,1,19,24,0,0,19,0,11,3,0,42,5,1,102,1,9,7,0,2,1,33,21,0,27,98,12,0,0,11,11,26,2,0,16,0,26,5,0,41,10,0,110,6,18,12,0,0,1,29,52,0
ID545361,Mike Trout,Los Angeles Angels,17,71,14,0,0,2,6,20,1,0,10,2,12,3,2,26,6,0,87,5,6,9,0,0,0,32,23,0,19,76,14,0,0,5,11,22,1,0,9,0,14,2,3,30,4,0,91,4,8,12,0,1,1,35,25,0
