playerId,playerName,team,friday_airOuts,friday_atBats,friday_baseOnBalls,friday_catchersInterference,friday_caughtStealing,friday_doubles,friday_flyOuts,friday_gamesPlayed,friday_groundIntoDoublePlay,friday_groundIntoTriplePlay,friday_groundOuts,friday_hitByPitch,friday_hits,friday_homeRuns,friday_intentionalWalks,friday_leftOnBase,friday_lineOuts,friday_pickoffs,friday_plateAppearances,friday_popOuts,friday_rbi,friday_runs,friday_sacBunts,friday_sacFlies,friday_stolenBases,friday_strikeOuts,friday_totalBases,friday_triples,sunday_airOuts,sunday_atBats,sunday_baseOnBalls,sunday_catchersInterference,sunday_caughtStealing,sunday_doubles,sunday_flyOuts,sunday_gamesPlayed,sunday_groundIntoDoublePlay,sunday_groundIntoTriplePlay,sunday_groundOuts,sunday_hitByPitch,sunday_hits,sunday_homeRuns,sunday_intentionalWalks,sunday_leftOnBase,sunday_lineOuts,sunday_pickoffs,sunday_plateAppearances,sunday_popOuts,sunday_rbi,sunday_runs,sunday_sacBunts,sunday_sacFlies,sunday_stolenBases,sunday_strikeOuts,sunday_totalBases,sunday_triples
ID683357,Owen Caissie,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ID682634,Kevin Alcántara,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,3,0,0,2,0,1,0,0,3,1,0,6,0,0,0,0,0,0,1,1,0
ID467793,Carlos Santana,Chicago Cubs,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,2,0,0,3,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0
ID672820,Lenyn Sosa,Chicago White Sox,24,75,3,0,0,3,11,20,1,0,12,0,24,4,0,33,8,0,80,5,12,11,1,1,0,17,41,1,27,82,3,0,0,0,18,22,2,0,17,0,20,4,0,47,6,0,86,3,11,9,0,1,0,19,32,0
ID665155,Nick Maton,Chicago White Sox,2,7,1,0,0,2,1,4,0,0,0,0,2,0,0,1,0,0,8,1,1,1,0,0,0,3,4,0,4,8,0,0,0,0,3,4,0,0,1,0,1,1,0,2,1,0,8,0,1,1,0,0,0,2,4,0
ID642136,Matt Thaiss,Chicago White Sox,5,12,4,0,0,1,2,5,1,0,4,0,1,0,0,6,1,0,16,2,2,2,0,0,1,2,2,0,6,20,2,0,0,2,3,6,0,0,5,1,7,1,0,5,1,0,24,2,6,3,0,1,0,3,12,0
ID676070,Jacob Amaya,Chicago White Sox,1,11,1,0,0,1,1,5,0,0,4,0,4,0,0,7,0,0,12,0,5,2,0,0,0,2,5,0,4,8,1,0,0,0,1,6,0,0,2,0,0,0,0,3,3,0,10,0,1,1,0,1,1,3,0,0
ID686676,Korey Lee,Chicago White Sox,0,2,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID683734,Andrew Vaughn,Chicago White Sox,10,27,2,0,0,0,8,7,0,0,8,0,2,1,0,19,2,0,29,0,1,2,0,0,0,7,5,0,11,32,0,0,0,2,7,8,1,0,11,0,8,1,0,16,3,0,32,1,4,1,0,0,0,2,13,0
ID681460,Brooks Baldwin,Chicago White Sox,10,43,0,0,0,3,6,14,1,0,11,1,12,2,0,23,1,0,46,3,10,4,1,1,1,12,21,0,9,43,4,0,0,2,5,17,2,0,12,0,14,0,0,19,2,0,49,2,1,2,2,0,2,10,16,0
ID643217,Andrew Benintendi,Chicago White Sox,24,75,7,0,0,6,11,21,0,0,17,0,20,4,0,29,6,0,83,7,11,10,0,1,0,15,38,0,31,74,6,0,0,2,18,21,0,0,18,1,13,3,1,40,4,0,83,9,10,10,0,2,0,14,24,0
ID608671,Travis Jankowski,Chicago White Sox,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ID596103,Austin Slater,Chicago White Sox,3,18,5,0,0,2,2,8,2,0,5,0,6,1,0,8,1,0,23,0,2,7,0,0,0,4,11,0,4,16,2,0,0,0,2,8,0,0,4,0,4,2,0,7,2,0,18,0,3,5,0,0,0,4,10,0
ID572191,Michael A. Taylor,Chicago White Sox,17,58,3,0,0,5,7,21,3,0,9,1,11,0,1,36,4,0,62,6,7,5,0,0,1,21,16,0,9,42,2,0,1,2,5,21,1,0,7,0,7,0,0,17,2,1,45,2,2,3,0,1,1,20,9,0
ID673357,Luis Robert Jr.,Chicago White Sox,16,63,9,2,1,1,9,18,1,0,12,0,16,4,1,30,3,0,75,4,14,11,0,1,6,20,29,0,17,60,7,1,2,2,9,18,0,0,14,1,15,0,1,19,5,0,70,3,7,10,0,1,8,15,17,0
ID678246,Miguel Vargas,Chicago White Sox,37,81,15,0,0,5,20,23,1,0,15,0,22,3,0,31,6,0,97,11,13,13,0,1,0,8,36,0,29,75,9,0,0,6,14,21,1,0,12,3,20,5,0,30,10,0,87,5,13,12,0,0,0,14,41,0
ID643565,Mike Tauchman,Chicago White Sox,19,52,11,0,0,1,11,15,1,0,13,1,9,2,0,21,6,0,64,2,4,7,0,0,0,11,16,0,14,59,8,0,0,2,8,17,0,0,9,1,19,2,0,16,1,0,68,5,5,12,0,0,0,17,29,1
ID553882,Omar Narváez,Chicago White Sox,1,3,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,4,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID805367,Chase Meidroth,Chicago White Sox,23,77,8,0,1,0,9,21,1,0,25,1,17,1,0,27,10,0,88,4,3,9,2,0,1,14,20,0,20,73,9,0,0,7,8,22,2,0,20,2,21,1,0,28,5,1,84,7,2,12,0,0,2,12,31,0
ID641943,Joshua Palacios,Chicago White Sox,7,22,0,0,0,0,4,8,0,0,3,0,3,0,0,18,2,0,22,1,2,2,0,0,0,9,3,0,4,17,3,0,0,0,1,8,0,0,6,2,4,1,0,5,1,1,23,2,1,3,1,0,0,4,7,0
ID675659,Greg Jones,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ID700337,Edgar Quero,Chicago White Sox,13,58,7,0,1,5,5,19,2,0,19,1,20,2,0,16,5,1,66,3,6,9,0,0,0,6,31,0,11,60,6,0,0,3,5,18,1,0,18,0,17,0,0,32,4,0,66,2,9,4,0,0,0,14,20,0
ID666915,Bobby Dalbec,Chicago White Sox,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID668942,Josh Rojas,Chicago White Sox,9,39,2,0,0,1,8,15,1,0,13,0,8,1,0,23,1,0,43,0,4,6,1,1,0,11,12,0,13,32,3,0,1,0,7,10,2,0,8,0,5,0,0,16,6,0,35,0,1,1,0,0,1,6,5,0
ID671284,Tim Elko,Chicago White Sox,2,8,1,0,0,0,2,3,0,0,2,0,0,0,0,6,0,0,9,0,0,1,0,0,0,4,0,0,0,10,1,0,0,0,0,3,1,0,3,0,2,1,0,8,0,0,11,0,3,1,0,0,0,5,5,0
ID681962,Vinny Capra,Chicago White Sox,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,1,2,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0
ID691019,Kyle Teel,Chicago White Sox,4,33,7,0,1,2,2,10,0,0,12,1,7,0,0,19,2,0,42,0,3,3,1,0,0,11,9,0,10,44,5,0,0,1,6,15,0,0,10,0,9,0,0,14,3,1,49,1,5,3,0,0,2,15,10,0
ID669060,Bryse Wilson,Chicago White Sox,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID676116,Ryan Noda,Chicago White Sox,0,7,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,8,0,0,0,1,0,0,5,1,0,3,9,4,0,0,0,2,4,0,0,2,0,0,0,0,3,0,0,13,1,0,0,0,0,0,4,0,0
ID695657,Colson Montgomery,Chicago White Sox,13,46,7,1,0,3,7,13,1,0,10,0,13,4,0,27,3,0,54,3,10,9,0,0,0,10,28,0,11,45,6,0,0,0,4,12,0,0,8,0,10,4,0,25,3,2,51,4,10,6,0,0,0,16,22,0
ID683770,Will Robertson,Chicago White Sox,2,11,0,0,0,0,1,6,0,0,2,1,3,0,0,2,0,0,12,1,2,0,0,0,0,4,3,0,5,13,0,0,0,1,3,5,0,0,2,0,2,0,0,7,1,0,13,1,2,1,0,0,0,4,3,0
ID667452,Corey Julks,Chicago White Sox,0,3,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID678554,Curtis Mead,Chicago White Sox,4,18,1,0,0,1,2,6,2,0,5,1,6,0,0,8,2,0,20,0,3,2,0,0,0,3,7,0,6,18,0,0,0,1,3,6,1,0,4,1,3,0,0,10,2,0,19,1,1,1,0,0,0,5,4,0
ID682868,Bryan Ramos,Chicago White Sox,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID666150,Dominic Fletcher,Chicago White Sox,1,4,0,0,0,2,1,1,0,0,1,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,4,0,3,7,1,0,0,1,2,3,0,0,1,0,1,0,0,2,0,0,8,1,0,1,0,0,0,2,2,0
ID682829,Elly De La Cruz,Cincinnati Reds,23,99,11,0,1,6,12,25,1,0,20,0,29,3,4,48,6,2,110,5,13,17,0,0,5,27,50,3,15,104,7,0,3,4,8,26,4,0,32,0,26,3,1,41,6,1,112,1,13,16,0,1,4,32,39,0
ID642851,Austin Wynns,Cincinnati Reds,0,8,1,0,0,1,0,3,0,0,2,0,1,0,0,6,0,0,9,0,0,0,0,0,0,5,2,0,2,13,1,0,0,0,1,4,1,0,1,0,8,2,0,3,0,0,14,1,8,4,0,0,0,2,14,0
ID680574,Matt McLain,Cincinnati Reds,17,77,12,0,0,2,10,22,0,0,15,0,15,3,0,44,2,0,90,5,8,11,1,0,0,31,26,0,22,74,9,0,0,1,16,23,1,0,11,0,21,4,0,31,2,0,87,4,8,14,2,2,4,24,34,0
ID600869,Jeimer Candelario,Cincinnati Reds,4,11,2,0,0,1,2,3,0,0,3,0,3,2,0,3,0,0,13,2,4,2,0,0,0,1,10,0,5,15,1,0,0,0,3,4,0,0,4,0,0,0,0,8,1,0,16,1,0,0,0,0,0,6,0,0
ID669289,Santiago Espinal,Cincinnati Reds,20,54,8,0,0,3,11,20,1,0,13,0,16,0,0,19,3,0,64,6,4,7,2,0,1,7,19,0,22,49,4,0,0,1,8,20,0,0,13,0,8,0,0,20,9,0,53,5,2,1,0,0,0,6,9,0
ID694362,Blake Dunn,Cincinnati Reds,1,11,4,0,0,1,1,5,0,0,5,2,3,0,0,6,0,0,17,0,2,2,0,0,0,2,4,0,0,7,1,0,0,0,0,5,0,0,2,2,2,0,0,2,0,0,10,0,2,2,0,0,0,3,2,0
ID668715,Spencer Steer,Cincinnati Reds,28,89,14,0,0,3,12,24,2,0,16,2,21,7,0,41,9,0,105,7,14,20,0,0,2,24,45,0,25,77,7,0,0,4,15,25,1,0,20,1,19,3,0,34,4,0,86,6,12,10,1,0,1,14,32,0
ID624431,Jose Trevino,Cincinnati Reds,11,37,4,0,0,2,8,13,0,0,14,0,10,0,0,18,2,0,41,1,1,2,0,0,0,2,12,0,11,43,2,0,0,3,6,15,1,0,16,0,12,1,0,10,5,0,46,0,5,5,0,1,0,5,18,0
ID666158,Gavin Lux,Cincinnati Reds,8,55,6,0,0,2,3,19,0,0,13,0,16,0,0,27,5,0,61,0,4,6,0,0,0,18,18,0,15,77,9,0,0,3,9,25,0,0,26,0,15,0,0,21,5,0,86,1,6,10,0,0,0,21,20,1
ID687952,Christian Encarnacion-Strand,Cincinnati Reds,7,18,1,0,0,1,5,5,0,0,3,0,4,1,0,9,1,0,20,1,3,2,0,1,0,5,8,0,5,20,1,0,1,0,2,6,1,0,6,0,3,1,0,9,2,0,21,1,1,2,0,0,0,6,6,0
ID674441,Jacob Hurtubise,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
ID641584,Jake Fraley,Cincinnati Reds,7,17,2,0,0,0,4,10,1,0,5,0,2,1,1,10,1,0,19,2,2,2,0,0,0,3,5,0,11,27,4,0,0,2,5,11,0,0,6,0,5,0,0,14,2,0,31,4,3,5,0,0,1,5,7,0
ID670770,TJ Friedl,Cincinnati Reds,23,87,16,0,2,2,11,23,0,0,21,4,17,4,0,42,5,1,109,7,11,12,1,1,3,28,31,0,41,94,14,0,0,1,24,24,3,0,22,3,17,1,0,33,10,0,112,7,9,13,0,1,0,15,23,1
ID682622,Noelvi Marte,Cincinnati Reds,16,51,3,0,1,2,9,14,1,0,15,0,11,2,0,23,3,0,56,4,8,5,0,2,0,11,19,0,10,60,4,0,1,4,6,15,2,0,13,0,23,3,0,26,2,0,64,2,15,12,0,0,8,14,38,1
ID669720,Austin Hays,Cincinnati Reds,13,72,4,0,0,3,8,18,3,0,15,0,21,3,0,37,3,0,77,2,10,12,0,1,2,24,35,1,18,70,2,0,0,4,11,17,1,0,13,1,25,2,0,28,3,0,74,4,16,14,0,1,3,15,37,1
ID663886,Tyler Stephenson,Cincinnati Reds,12,63,8,0,0,9,9,17,1,0,10,1,19,3,0,34,2,0,72,1,15,10,0,0,0,22,37,0,9,33,5,0,0,1,5,10,0,0,9,0,4,1,0,14,2,0,39,2,3,4,0,1,0,12,8,0
ID677956,Rece Hinds,Cincinnati Reds,0,6,0,0,0,0,0,2,1,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID666181,Will Benson,Cincinnati Reds,6,34,1,0,0,0,2,13,1,0,9,0,10,2,0,15,1,0,35,3,7,6,0,0,1,9,18,1,8,37,1,0,0,1,2,15,0,0,10,0,10,3,1,9,4,0,39,2,8,6,0,1,0,10,20,0
ID656582,Connor Joe,Cincinnati Reds,4,12,0,0,0,1,2,6,1,0,2,1,3,0,0,10,0,0,13,2,0,0,0,0,0,3,4,0,6,11,2,0,0,1,5,6,0,0,1,0,3,0,0,2,1,1,14,0,1,0,0,1,0,2,4,0
ID641658,Garrett Hampson,Cincinnati Reds,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID668723,Ryan Vilade,Cincinnati Reds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID663647,Ke'Bryan Hayes,Cincinnati Reds,9,25,6,0,0,1,3,8,1,0,7,0,4,1,0,11,5,0,32,1,3,5,0,1,0,6,8,0,8,27,4,0,0,1,3,8,0,0,6,0,7,0,0,13,0,0,31,5,2,2,0,0,1,6,8,0
ID609280,Miguel Andujar,Cincinnati Reds,2,21,2,0,0,1,1,7,1,0,5,0,9,1,0,7,1,0,23,0,3,3,0,0,0,5,13,0,2,8,2,0,0,0,0,4,0,0,1,1,2,1,0,6,2,0,11,0,3,3,0,0,0,3,5,0
ID677943,Will Banfield,Cincinnati Reds,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,0
ID701398,Sal Stewart,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2,2,0,0,2,0,1,1,0,2,1,0,7,0,1,1,0,0,0,1,4,0
ID682177,Daniel Schneemann,Cleveland Guardians,16,62,6,0,0,4,11,20,0,0,15,1,11,1,0,23,2,0,69,3,4,8,0,0,1,20,18,0,11,60,7,0,1,4,6,20,0,0,16,0,14,2,0,25,3,0,67,2,7,10,0,0,0,19,26,1
ID677587,Brayan Rocchio,Cleveland Guardians,20,54,1,0,1,4,12,17,1,0,10,2,12,0,0,26,6,0,58,2,9,7,0,1,0,13,16,0,18,50,6,0,1,1,9,18,1,0,15,2,12,0,0,24,8,0,59,1,3,3,0,1,3,6,13,0
ID672356,Gabriel Arias,Cleveland Guardians,14,74,4,0,1,4,8,22,0,0,20,2,13,1,0,40,4,0,81,2,6,8,1,0,0,28,20,0,15,63,4,0,0,4,8,20,0,0,11,1,15,2,0,21,4,0,69,3,7,7,0,1,0,23,25,0
ID666134,Nolan Jones,Cleveland Guardians,13,62,3,0,0,3,7,23,0,0,12,0,18,2,0,28,3,0,65,3,5,7,0,0,0,19,29,1,14,52,8,0,0,1,8,23,2,0,14,1,9,1,0,22,3,0,61,3,6,5,0,0,0,15,13,0
ID666310,Bo Naylor,Cleveland Guardians,25,63,8,0,0,4,13,20,0,0,12,1,12,3,0,22,6,0,73,6,11,7,0,1,0,15,27,1,18,49,6,0,1,5,10,17,1,0,5,0,13,2,0,17,4,0,56,4,7,5,0,1,0,14,24,0
ID680757,Steven Kwan,Cleveland Guardians,37,103,7,0,0,8,22,24,0,0,27,0,31,1,0,26,11,0,111,4,8,15,0,1,2,9,42,0,37,92,8,0,0,4,18,24,0,0,29,1,23,2,0,33,13,0,105,6,10,10,0,4,3,7,33,0
ID700932,Kyle Manzardo,Cleveland Guardians,25,77,14,0,0,4,17,23,2,0,15,3,17,2,1,42,5,0,95,3,6,8,0,1,1,21,27,0,24,73,4,0,0,1,14,23,1,0,11,1,17,6,0,35,4,0,80,6,12,8,0,2,1,23,36,0
ID657041,Lane Thomas,Cleveland Guardians,5,23,0,0,0,1,2,6,1,0,6,0,3,0,0,14,0,0,23,3,0,2,0,0,0,9,4,0,9,18,4,0,0,0,3,6,1,0,2,0,4,0,0,6,3,0,23,3,1,0,0,1,1,4,4,0
ID467793,Carlos Santana,Cleveland Guardians,25,72,9,0,0,2,11,21,5,0,17,2,16,2,0,32,6,0,85,8,16,8,0,2,1,16,24,0,16,58,8,0,0,1,9,16,1,0,15,1,10,0,0,29,2,0,67,5,2,2,0,0,1,17,11,0
ID678877,Jhonkensy Noel,Cleveland Guardians,8,23,0,0,0,1,5,9,1,0,8,0,2,0,0,11,2,0,23,1,2,3,0,0,0,5,3,0,3,19,0,0,0,0,2,10,1,0,5,0,1,0,0,7,0,0,19,1,0,3,0,0,0,10,1,0
ID608070,José Ramírez,Cleveland Guardians,24,96,11,0,2,8,9,25,1,0,27,2,31,7,2,22,6,0,109,9,16,19,0,0,7,14,64,2,50,94,10,0,0,1,22,25,1,0,18,0,17,2,4,38,13,1,105,15,6,7,0,1,4,10,26,1
ID595978,Austin Hedges,Cleveland Guardians,3,15,3,0,1,0,1,7,0,0,5,0,4,1,0,5,0,0,20,2,2,3,2,0,0,5,7,0,9,37,3,0,0,0,6,14,2,0,7,1,3,0,0,17,1,0,41,2,1,1,0,0,0,18,3,0
ID682657,Angel Martínez,Cleveland Guardians,27,77,2,0,0,6,16,21,1,0,14,0,20,4,0,26,7,0,80,4,10,6,0,1,1,17,38,0,23,79,4,0,1,5,16,24,2,0,21,1,16,1,0,41,2,2,86,5,2,8,2,0,1,21,24,0
ID669717,Will Wilson,Cleveland Guardians,1,11,2,0,0,0,1,5,0,0,1,1,1,0,0,8,0,0,14,0,1,2,0,0,0,8,1,0,6,20,2,0,0,3,4,9,0,0,5,0,5,0,0,5,1,0,24,1,0,2,2,0,1,6,8,0
ID686823,Will Brennan,Cleveland Guardians,1,3,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0
ID681807,David Fry,Cleveland Guardians,7,23,2,0,0,0,3,11,0,0,3,1,6,3,0,10,2,0,26,2,5,4,0,0,0,7,15,0,3,26,1,0,0,2,1,12,0,0,5,0,5,0,0,19,0,0,27,2,7,0,0,0,0,13,7,0
ID624513,Dom Nuñez,Cleveland Guardians,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID671286,Johnathan Rodríguez,Cleveland Guardians,2,7,1,0,0,0,2,4,0,0,1,0,1,1,0,1,0,0,8,0,1,1,0,0,0,3,4,0,3,20,1,0,0,1,2,7,0,0,7,0,3,0,0,9,1,0,21,0,0,0,0,0,0,7,4,0
ID692216,C.J. Kayfus,Cleveland Guardians,2,16,0,0,0,3,2,5,0,0,4,0,3,0,0,8,0,0,17,0,4,1,1,0,0,8,6,0,9,21,3,0,0,1,6,8,0,0,7,0,2,0,0,7,2,1,24,1,0,1,0,0,1,3,3,0
ID671655,George Valera,Cleveland Guardians,1,3,1,0,0,1,0,2,0,0,0,0,2,0,0,1,1,0,4,0,1,0,0,0,0,0,3,0,2,4,2,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,6,0,0,1,0,0,0,1,1,0
ID690984,Petey Halpin,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ID666160,Mickey Moniak,Colorado Rockies,28,89,6,0,2,7,16,26,0,0,11,0,23,3,0,44,6,0,97,6,11,9,0,2,1,29,41,1,20,81,4,0,0,2,12,23,0,0,13,0,22,8,0,32,6,0,85,2,26,11,0,0,3,26,56,4
ID669911,Michael Toglia,Colorado Rockies,9,48,9,0,0,3,4,16,1,0,8,1,9,1,1,16,2,0,58,3,4,5,0,0,1,22,15,0,10,49,6,0,0,2,6,15,1,0,13,0,7,1,0,26,3,0,56,1,3,2,0,1,0,20,12,0
ID641857,Ryan McMahon,Colorado Rockies,12,63,8,0,0,4,6,17,0,0,11,0,19,5,0,27,3,0,72,3,13,10,0,1,0,22,38,0,10,61,10,0,0,3,5,17,0,0,17,1,13,2,1,23,3,0,72,2,5,8,0,0,0,21,24,1
ID592178,Kris Bryant,Colorado Rockies,3,7,0,0,0,0,1,2,0,0,2,0,0,0,0,6,2,0,7,0,0,0,0,0,0,2,0,0,1,5,0,0,0,1,1,1,0,0,0,0,2,0,0,3,0,0,5,0,1,1,0,0,0,2,3,0
ID696100,Hunter Goodman,Colorado Rockies,27,86,13,0,1,8,12,23,1,0,10,0,29,3,0,31,6,0,99,9,11,17,0,0,0,20,48,1,15,72,3,0,0,3,6,21,1,0,17,2,15,2,0,35,3,0,77,6,11,4,0,0,0,25,26,1
ID571657,Kyle Farmer,Colorado Rockies,11,40,1,0,0,6,5,16,0,0,7,0,14,2,0,12,3,0,42,3,8,5,0,1,0,9,26,0,12,45,3,0,1,0,6,16,1,0,11,1,9,0,0,12,3,0,49,3,1,3,0,0,0,13,9,0
ID687597,Jordan Beck,Colorado Rockies,19,95,11,0,1,2,12,25,0,0,18,0,26,4,0,43,5,1,106,2,10,12,0,0,5,32,42,1,21,81,6,0,2,6,18,23,1,0,15,2,17,1,0,26,2,0,90,1,7,9,0,1,2,29,28,1
ID686668,Brenton Doyle,Colorado Rockies,18,80,5,0,0,5,11,21,3,0,19,0,18,1,0,41,7,0,87,0,6,8,1,1,3,27,26,0,19,74,5,0,1,4,11,21,3,0,17,0,15,2,0,32,6,0,80,2,10,10,0,1,3,24,25,0
ID605361,Nick Martini,Colorado Rockies,5,14,2,0,0,0,3,7,0,0,5,0,1,0,1,8,2,0,16,0,1,0,0,0,0,3,1,0,10,24,1,0,0,0,8,8,1,0,5,0,5,0,0,4,2,0,25,0,2,1,0,0,0,4,5,0
ID678662,Ezequiel Tovar,Colorado Rockies,12,58,4,0,1,6,6,15,0,0,11,0,16,1,0,21,5,0,63,1,5,8,0,1,0,20,27,1,14,55,2,0,0,5,8,14,1,0,12,0,18,0,0,18,2,0,57,4,5,8,0,0,1,11,23,0
ID607732,Jacob Stallings,Colorado Rockies,3,13,3,0,0,1,2,5,0,0,0,2,3,0,0,7,1,0,18,0,0,2,0,0,0,7,4,0,6,18,1,0,0,0,3,6,1,0,6,2,2,0,0,11,2,0,21,1,1,1,0,0,0,4,2,0
ID671289,Tyler Freeman,Colorado Rockies,11,58,6,0,1,6,5,17,1,0,22,0,15,0,0,18,5,1,65,1,7,9,1,0,0,11,23,1,14,47,6,0,0,1,8,17,1,0,17,5,10,1,0,22,4,1,59,2,5,10,0,1,3,7,16,1
ID656234,Jake Bird,Colorado Rockies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID683409,Angel Chivilli,Colorado Rockies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID656248,Sean Bouchard,Colorado Rockies,2,11,0,0,0,0,2,4,1,0,4,0,2,0,0,4,0,0,11,0,1,2,0,0,0,3,2,0,0,8,1,0,0,0,0,4,0,0,3,0,1,0,0,3,0,0,9,0,0,1,0,0,0,4,1,0
ID691728,Zac Veen,Colorado Rockies,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,8,0,0,0,0,0,0,7,0,0,3,9,0,0,0,0,1,3,0,0,0,1,1,1,0,6,2,0,10,0,1,1,0,0,1,5,4,0
ID691182,Adael Amador,Colorado Rockies,7,15,2,0,0,1,3,7,1,0,6,0,1,0,0,9,3,0,19,1,1,0,2,0,0,3,2,0,9,18,1,0,0,1,6,6,0,0,2,0,3,0,0,6,2,0,20,1,2,0,1,0,0,5,4,0
ID668845,Aaron Schunk,Colorado Rockies,3,6,0,0,0,1,1,3,1,0,1,0,2,0,0,5,2,0,6,0,0,1,0,0,0,0,3,0,1,4,0,0,0,1,0,3,0,0,0,0,2,0,0,1,1,0,4,0,0,1,0,0,0,1,3,0
